n.identity,n.properties.languages,n.properties.year,n.properties.imdbId,n.properties.runtime,n.properties.imdbRating,n.properties.movieId,n.properties.countries,n.properties.imdbVotes,n.properties.title,n.properties.url,n.properties.revenue,n.properties.tmdbId,n.properties.plot,n.properties.poster,n.properties.released,n.properties.budget
3450,"['English', ' Spanish']",1960.0,0054047,128.0,7.8,4327,['USA'],62037.0,"Magnificent Seven, The",https://themoviedb.org/movie/966,4905000.0,966,An oppressed Mexican peasant village assembles seven gunfighters to help defend their homes.,https://image.tmdb.org/t/p/w440_and_h660_face/6rVIjriV3Sv1B9INrzGRXW8Q7aY.jpg,1960-10-23,2000000.0
3451,"['English', ' Spanish']",1959.0,0053221,141.0,8.1,4329,['USA'],41296.0,Rio Bravo,https://themoviedb.org/movie/301,5800000.0,301,"A small-town sheriff in the American West enlists the help of a cripple, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",https://image.tmdb.org/t/p/w440_and_h660_face/5hFxzqpucuT3AjnvcO1pHkR122S.jpg,1959-04-04,
3452,['English'],1987.0,0094082,121.0,6.6,4332,['USA'],6762.0,Suspect,https://themoviedb.org/movie/12623,18782400.0,12623,"A judge commits suicide, and his secretary is found murdered. A homeless deaf-mute man, Carl Anderson is arrested for her murder. Public defender Kathleen is assigned by the court as his ...",https://image.tmdb.org/t/p/w440_and_h660_face/hL79lrrMgRZO21otWbTTiljufeU.jpg,1987-10-23,
3453,['English'],1987.0,0094142,88.0,6.2,4333,['USA'],26541.0,Throw Momma from the Train,https://themoviedb.org/movie/11896,57915972.0,11896,"A bitter ex-husband. A put upon momma's boy. Both want their respective spouse and mother dead, but who will pull it off?",https://image.tmdb.org/t/p/w440_and_h660_face/Ap0Wo7hNS6WW1wdPOKYM3SNpewY.jpg,1987-12-11,14000000.0
3454,"['Mandarin', ' Min Nan', ' Hokkien', ' English', ' Japanese']",2000.0,0244316,173.0,8.1,4334,"['Taiwan', ' Japan']",12192.0,Yi Yi,https://themoviedb.org/movie/25538,,25538,Each member of a middle class Taipei family seeks to reconcile past and present relationships within their daily lives.,https://image.tmdb.org/t/p/w440_and_h660_face/hTPkCpK9SLGDMXRbUwzoep0MxOx.jpg,2000-12-16,
3455,"['English', ' Mandarin']",1966.0,0060934,182.0,7.7,4337,['USA'],9991.0,"Sand Pebbles, The",https://themoviedb.org/movie/5923,20000000.0,5923,"Engineer Jake Holman arrives aboard the gunboat U.S.S. San Pablo, assigned to patrol a tributary of the Yangtze in the middle of exploited and revolution-torn 1926 China. His iconoclasm and...",https://image.tmdb.org/t/p/w440_and_h660_face/hbX0bBHTFThyChUel3INrvEZiFF.jpg,1966-12-20,12000000.0
3456,['English'],1949.0,0041996,132.0,7.8,4338,['USA'],9660.0,Twelve O'Clock High,https://themoviedb.org/movie/15497,3225000.0,15497,A hard-as-nails general takes over a bomber unit suffering from low morale and whips them into fighting shape.,https://image.tmdb.org/t/p/w440_and_h660_face/4D6GlPtBKR3MOxn9W7cpKp75WVZ.jpg,1950-02-13,
3457,"['English', ' German', ' Italian']",1965.0,0059885,117.0,7.2,4339,['USA'],9842.0,Von Ryan's Express,https://themoviedb.org/movie/21876,,21876,An American POW leads a group of mainly British prisoners to escape from the Germans in WWII.,https://image.tmdb.org/t/p/w440_and_h660_face/qYYyOPomT1lhZ5mQQBt3JUE1buq.jpg,1965-06-23,5760000.0
3458,['English'],2001.0,0255798,84.0,4.8,4340,['USA'],46370.0,"Animal, The",https://themoviedb.org/movie/11090,84772742.0,11090,"After receiving organ transplants from various animal donors, a man finds himself taking on the traits of those animals.",https://image.tmdb.org/t/p/w440_and_h660_face/oNxEXmKTZtECHs0bQbI6dQoXYMV.jpg,2001-06-01,22000000.0
3459,['English'],2000.0,0212815,118.0,7.4,4342,['USA'],3262.0,Big Eden,https://themoviedb.org/movie/21056,512451.0,21056,"Big Eden is a small, fictional northwestern Montana town.",https://image.tmdb.org/t/p/w440_and_h660_face/tZ3f8MNLwk38Ydla8GMcQ6yopoj.jpg,2000-04-18,
3460,['English'],2001.0,0251075,101.0,6.0,4343,['USA'],99924.0,Evolution,https://themoviedb.org/movie/9397,98376292.0,9397,"A fire-fighting cadet, two college professors and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving ever since its arrival on Earth inside a meteor.",https://image.tmdb.org/t/p/w440_and_h660_face/qCPaLtg78iDUY4VU3nGyX8n1osN.jpg,2001-06-08,80000000.0
3461,"['English', ' German']",2001.0,0244244,99.0,6.5,4344,"['USA', ' Australia']",152673.0,Swordfish,https://themoviedb.org/movie/9705,147080413.0,9705,"When the DEA shut down its dummy corporation operation codenamed SWORDFISH in 1986, they had generated $400 million which they let sit around; fifteen years of compound interest has swelled...",https://image.tmdb.org/t/p/w440_and_h660_face/pDoI9pO6EPunPTDPXiubRDgZPnR.jpg,2001-06-08,102000000.0
3462,['English'],2001.0,0254099,115.0,6.4,4345,['USA'],7314.0,"Anniversary Party, The",https://themoviedb.org/movie/26475,,26475,Love is complex and relationships deteriorate.,https://image.tmdb.org/t/p/w440_and_h660_face/3c4t8tTQp7TV1Z3qeltmhjRi5Ex.jpg,2001-06-29,
3463,"['German', ' Czech']",2000.0,0234288,117.0,7.8,4347,['Czech Republic'],4156.0,Divided We Fall (Musíme si pomáhat),https://themoviedb.org/movie/29937,,29937,"In Nazi occupied Czechoslovakia, a childless couple agree to hide a Jewish friend at great personal risk of discovery and execution.",https://image.tmdb.org/t/p/w440_and_h660_face/okSDIU311q23IuJ6cOmIRvhkdwn.jpg,2000-03-16,
3464,"['English', ' Italian']",1970.0,0065528,122.0,7.2,4349,['USA'],16880.0,Catch-22,https://themoviedb.org/movie/10364,24911670.0,10364,"A man is trying desperately to be certified insane during World War II, so he can stop flying missions.",https://image.tmdb.org/t/p/w440_and_h660_face/8d8bBOK3w3e8wE3rBLN3xsXROo9.jpg,1970-06-24,18000000.0
3465,"['English', ' Cantonese']",1995.0,0116344,53.0,7.6,4350,['New Zealand'],4895.0,Forgotten Silver,https://themoviedb.org/movie/32458,,32458,Forgotten Silver is a mockumentary which details the prodigious life of lost filmmaker Colin McKenzie and his incredible advances that were lost to history...until now. This supergenius ...,https://image.tmdb.org/t/p/w440_and_h660_face/gSLluaJR2fxmsGOtmfSKQJ9RCly.jpg,1997-10-03,650000.0
3466,['English'],1991.0,0102685,122.0,7.2,4351,"['USA', ' Japan']",107774.0,Point Break,https://themoviedb.org/movie/1089,83531958.0,1089,An FBI agent goes undercover to catch a gang of surfers who may be bank robbers.,https://image.tmdb.org/t/p/w440_and_h660_face/eGSfqknufcsXmM2Rb59H9SiNd4T.jpg,1991-07-12,24000000.0
3467,['English'],1989.0,0098300,98.0,6.3,4352,"['UK', ' USA']",2937.0,Shag,https://themoviedb.org/movie/38043,,38043,"Summer of 1963. Carson is getting married to her boyfriend so her friends Melaina, Pudge and Luanne take her to Myrtle Beach for one last irresponsible weekend.",https://image.tmdb.org/t/p/w440_and_h660_face/gIxA8FkPBk0wJLkF4znqBdWD8HX.jpg,1989-07-21,
3468,['English'],1983.0,0086508,105.0,6.4,4353,['USA'],6814.0,Uncommon Valor,https://themoviedb.org/movie/9967,27900000.0,9967,"Ten years after his son went MIA in Vietnam, U.S.Marine retired Colonel Jason Rhodes assembles a private rescue team to find Americans held in POW camps in Laos.",https://image.tmdb.org/t/p/w440_and_h660_face/gdppSF9wv07bvt9UYv3yGydTpZt.jpg,1983-12-16,
3469,"['English', ' Spanish']",1992.0,0105699,117.0,6.2,4354,"['Japan', ' USA']",10622.0,Unlawful Entry,https://themoviedb.org/movie/17494,57138719.0,17494,"After a break-in at their house, a couple gets help from one of the cops that answered their call. He helps them install the security system, and begins dropping by on short notice and ...",https://image.tmdb.org/t/p/w440_and_h660_face/sKUk1ca6gHaIopi8VqE8GoxJq6J.jpg,1992-06-26,23000000.0
3470,['English'],1986.0,0092272,110.0,6.0,4355,['USA'],9655.0,Youngblood,https://themoviedb.org/movie/17465,,17465,A skilled young hockey prospect hoping to attract the attention of professional scouts is pressured to show that he can fight if challenged during his stay in a Canadian minor hockey town. ...,https://image.tmdb.org/t/p/w440_and_h660_face/y0M1j79sOShd6456pMEYpkDimhz.jpg,1986-01-31,
3471,"['English', ' French']",1953.0,0045810,91.0,7.3,4356,['USA'],21555.0,Gentlemen Prefer Blondes,https://themoviedb.org/movie/759,12000000.0,759,"Singers Lorelei Lee and Dorothy Shaw travel to Paris, pursued by a private detective hired by the disapproving father of Lorelei's fiancé to keep an eye on her, as well as a rich, enamored old man and many other doting admirers.",https://image.tmdb.org/t/p/w440_and_h660_face/nC52q5uPctQekwLVn8FFuy1kybf.jpg,1953-08-01,
3472,"['English', ' French', ' Latin', ' Arabic']",1953.0,0045891,95.0,7.0,4357,['USA'],14613.0,How to Marry a Millionaire,https://themoviedb.org/movie/10297,,10297,"Three women set out to find eligible millionaires to marry, but find true love in the process.",https://image.tmdb.org/t/p/w440_and_h660_face/dFwefYyEOOZaWVn15xGY6CbYYJ2.jpg,1953-11-05,
3473,['English'],1955.0,0048605,105.0,7.2,4359,['USA'],24429.0,"Seven Year Itch, The",https://themoviedb.org/movie/10653,,10653,"When his family goes away for the summer, a so far faithful husband is tempted by a beautiful neighbor.",https://image.tmdb.org/t/p/w440_and_h660_face/4oLqx0QbjWFzWtkxRmDLGH47CUJ.jpg,1955-06-03,1800000.0
3474,['English'],1954.0,0047574,117.0,6.5,4360,['USA'],3942.0,There's No Business Like Show Business,https://themoviedb.org/movie/21468,,21468,"Molly and Terry Donahue, plus their three children, are The Five Donahues. Son Tim meets hat-check girl Vicky and the family act begins to fall apart.",https://image.tmdb.org/t/p/w440_and_h660_face/qDRWgwPzhkpcMb31AyeUCD1SuPI.jpg,1954-12-16,
3475,['English'],1982.0,0084805,116.0,7.4,4361,['USA'],75438.0,Tootsie,https://themoviedb.org/movie/9576,177200000.0,9576,"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.",https://image.tmdb.org/t/p/w440_and_h660_face/ngyCzZwb9y5sMUCig5JQT4Y33Q.jpg,1982-12-17,21000000.0
3476,"['English', ' French', ' Spanish']",2001.0,0230011,95.0,6.8,4366,['USA'],69204.0,Atlantis: The Lost Empire,https://themoviedb.org/movie/10865,186053725.0,10865,A young adventurer named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,https://image.tmdb.org/t/p/w440_and_h660_face/oK8yR6xSQreWf1ouP1VpXKwoop5.jpg,2001-06-15,120000000.0
3477,['English'],2001.0,0146316,100.0,5.7,4367,"['USA', ' UK', ' Japan', ' Germany']",152910.0,Lara Croft: Tomb Raider,https://themoviedb.org/movie/1995,274703340.0,1995,Video game adventuress Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.,https://image.tmdb.org/t/p/w440_and_h660_face/sJpl1EfHGZhbKtZ3fWTlwrpM1tH.jpg,2001-06-15,115000000.0
3478,['English'],2001.0,0240462,87.0,4.6,4368,['USA'],33042.0,Dr. Dolittle 2,https://themoviedb.org/movie/10808,176104344.0,10808,Dolittle must save a forest and a bear's life.,https://image.tmdb.org/t/p/w440_and_h660_face/qEzgdEPLDJBPUj47sobRKzmuETc.jpg,2001-06-22,70000000.0
3479,['English'],2001.0,0232500,106.0,6.7,4369,"['USA', ' Germany']",263045.0,"Fast and the Furious, The",https://themoviedb.org/movie/9799,207283925.0,9799,Los Angeles police officer Brian O'Connor must decide where his loyalties really lie when he becomes enamored with the street racing world he has been sent undercover to destroy.,https://image.tmdb.org/t/p/w440_and_h660_face/5En3O5t9LG8PfRaNs3vKfMdjQ1B.jpg,2001-06-22,38000000.0
3480,['English'],2001.0,0212720,146.0,7.1,4370,['USA'],232857.0,A.I. Artificial Intelligence,https://themoviedb.org/movie/644,235926552.0,644,A highly advanced robotic boy longs to become real so that he can regain the love of his human mother.,https://image.tmdb.org/t/p/w440_and_h660_face/wnUAcUrMRGPPZUDroLeZhSjLkuu.jpg,2001-06-29,100000000.0
3481,['English'],2001.0,0255819,130.0,6.4,4371,['USA'],9196.0,Baby Boy,https://themoviedb.org/movie/16161,29381649.0,16161,"This is the story of Jody, an unemployed young black man, who's been living with his mother for several years, even though he's got a child of his own. Romantically, he's having ...",https://image.tmdb.org/t/p/w440_and_h660_face/1NhVtFKgyGECzQNiuIIzHqmPCPA.jpg,2001-06-27,16000000.0
3482,['English'],2001.0,0250224,99.0,6.5,4372,['USA'],21091.0,Crazy/Beautiful,https://themoviedb.org/movie/10691,16929123.0,10691,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from the affluent neighborhood.",https://image.tmdb.org/t/p/w440_and_h660_face/x6ZIwp7pXpIoJKc7S9MXpM3TOVv.jpg,2001-06-29,13000000.0
3483,['French'],2000.0,0228242,95.0,7.0,4375,['France'],1549.0,"Adventures of Felix, The (a.k.a. Funny Felix) (Drôle de Félix)",https://themoviedb.org/movie/21488,,21488,"A tale revolving around the carefree and bon-vivant, Felix, who is content living with his boyfriend, Daniel in the town of Dieppe in Northern France. When Felix is laid off from his job, ...",https://image.tmdb.org/t/p/w440_and_h660_face/62DDLzTOsqRYX5vWi9v2KflNykS.jpg,2000-04-19,
3484,"['English', ' Spanish']",2000.0,0203119,89.0,7.3,4378,"['UK', ' Spain']",42140.0,Sexy Beast,https://themoviedb.org/movie/11826,,11826,"Brutal gangster Don Logan recruits retired safecracker Gal for one last job, but it goes badly for both of them.",https://image.tmdb.org/t/p/w440_and_h660_face/xKI8PYL75qlK0F1rUNojEdiK80J.jpg,2001-07-13,5000000.0
3485,['German'],2000.0,0203632,135.0,7.6,4380,['Germany'],12890.0,"Princess and the Warrior, The (Krieger und die Kaiserin, Der)",https://themoviedb.org/movie/9301,,9301,"Young nurse Sissi lives a secluded life, seemingly entirely devoted to her patients at Birkenhof asylum. Her first encounter with ex-soldier and drifter Bodo has a lasting impact. He causes...",https://image.tmdb.org/t/p/w440_and_h660_face/7YB9ECkfXSwSBclMJ3BZSXEgVz5.jpg,2000-10-12,
3486,['French'],2001.0,0243493,84.0,7.1,4381,['France'],13759.0,"Closet, The (Placard, Le)",https://themoviedb.org/movie/11444,,11444,"A man spreads the rumor of his fake homosexuality with the aid of his neighbor, to prevent his imminent firing at his work.",https://image.tmdb.org/t/p/w440_and_h660_face/vogu5KbrgWxu9BPhQcqaccvsNAh.jpg,2001-08-10,
3487,['French'],2000.0,0228786,106.0,6.9,4383,['France'],47700.0,"Crimson Rivers, The (Rivières pourpres, Les)",https://themoviedb.org/movie/60670,,60670,A murder detective must follow the footsteps of a brutal killer within the secrets of a classist college.,https://image.tmdb.org/t/p/w440_and_h660_face/uo6Y795p4eazyLlTTevn7vXWLtV.jpg,2000-09-27,2365000.0
3488,"['French', ' Lingala', ' English']",2000.0,0246765,115.0,7.2,4384,"['France', ' Belgium', ' Germany', ' Haiti']",1409.0,Lumumba,https://themoviedb.org/movie/55551,,55551,"The true story of the rise to power and brutal assassination of the formerly vilified and later redeemed leader of the independent Congo, Patrice Lumumba. Using newly discovered historical ...",https://image.tmdb.org/t/p/w440_and_h660_face/evopdRBKjj85zttxMcrZ5xujaS8.jpg,2000-09-27,
3489,['English'],2001.0,0239395,87.0,5.2,4386,"['USA', ' Australia']",44716.0,Cats & Dogs,https://themoviedb.org/movie/10992,93375151.0,10992,"A look at the top-secret, high-tech espionage war going on between cats and dogs, which their human owners are blissfully unaware of.",https://image.tmdb.org/t/p/w440_and_h660_face/77dmCJelVTBPBwbTppiisQx0e82.jpg,2001-07-04,60000000.0
3490,"['English', ' French', ' Mandarin']",2001.0,0271027,98.0,6.6,4387,['France'],52234.0,Kiss of the Dragon,https://themoviedb.org/movie/2140,64437847.0,2140,A betrayed intelligence officer enlists the aid of a prostitute to prove his innocence from a deadly conspiracy while returning a favor to her.,https://image.tmdb.org/t/p/w440_and_h660_face/A1GrGdX4AgCRDweg9X3x8JsZrEc.jpg,2001-07-06,25000000.0
3491,['English'],2001.0,0257106,83.0,5.2,4388,"['USA', ' Canada']",115985.0,Scary Movie 2,https://themoviedb.org/movie/4248,141220678.0,4248,Four teens are tricked by their professor into visiting a haunted house for a school project.,https://image.tmdb.org/t/p/w440_and_h660_face/7Eb1JWK0Cb0rbfsYjwfc9g0PbQH.jpg,2001-07-04,45000000.0
3492,['English'],2001.0,0245238,103.0,7.0,4389,['Canada'],16780.0,Lost and Delirious,https://themoviedb.org/movie/17612,,17612,A newcomer to a posh girls boarding school discovers that her two senior roommates are lovers.,https://image.tmdb.org/t/p/w440_and_h660_face/3Cu95A09arsfTsOJfygVwhJe5qc.jpg,2001-09-20,
3493,['French'],2000.0,0249380,77.0,4.5,4390,['France'],14261.0,Rape Me (Baise-moi),https://themoviedb.org/movie/3134,940944.0,3134,"Two young women, marginalised by society, go on a destructive tour of sex and violence. Breaking norms and killing men - and shattering the complacency of polite cinema audiences.",https://image.tmdb.org/t/p/w440_and_h660_face/r07olKMs2bMksjDIhq6LLbKkE8Y.jpg,2000-06-28,
3494,['Vietnamese'],2000.0,0224578,112.0,7.2,4391,"['Vietnam', ' France', ' Germany']",3018.0,"Vertical Ray of the Sun, The (Mua he chieu thang dung)",https://themoviedb.org/movie/34899,,34899,"With the brilliant Vietnamese summer as a setting Vertical Ray of the Sun is beautiful from beginning to end. The plot centres around three sisters, two of whom are happily married (or so ...",https://image.tmdb.org/t/p/w440_and_h660_face/7bSt7bSWtfXCrPFnZrUFLr3oq53.jpg,2000-05-24,
3495,"['English', ' Cantonese']",1990.0,0099012,102.0,6.6,4392,['USA'],10237.0,Alice,https://themoviedb.org/movie/8217,,8217,A spoiled Manhattan housewife re-evaluates her life after visiting a Chinatown healer.,https://image.tmdb.org/t/p/w440_and_h660_face/q2m2Nwh5ROkS4zMpWdOUvNFpjc3.jpg,1991-01-10,
3496,['English'],1965.0,0058953,98.0,5.6,4394,['USA'],1778.0,Beach Blanket Bingo,https://themoviedb.org/movie/26483,,26483,"In the fourth of the highly successful Frankie and Annette beach party movies, a motorcycle gang led by Eric Von Zipper kidnaps singing star Sugar Kane managed by Bullets, who hires ...",https://image.tmdb.org/t/p/w440_and_h660_face/otXqR0JvOP6HB0pE40qhzkEIn4C.jpg,1965-04-14,
3497,"['English', ' Cantonese', ' Japanese', ' Arabic']",1981.0,0082136,95.0,6.1,4396,"['USA', ' Hong Kong']",25131.0,"Cannonball Run, The",https://themoviedb.org/movie/11286,72179579.0,11286,"A wide variety of eccentric competitors participate in a wild and illegal cross-country road race. However, the eccentric entrants will do anything to win the road race, including low-down, dirty tricks.",https://image.tmdb.org/t/p/w440_and_h660_face/pvn9SbMq9q8wJXt3KAp9kP7pmpb.jpg,1981-06-19,18000000.0
3498,['English'],1984.0,0087032,108.0,4.8,4397,"['USA', ' Hong Kong']",11411.0,Cannonball Run II,https://themoviedb.org/movie/11950,28078073.0,11950,The original characters from the first Cannonball movie race across the country once more in various cars and trucks.,https://image.tmdb.org/t/p/w440_and_h660_face/sdXjbUcdESA5CKCyez6A29c2vq3.jpg,1984-06-29,
3499,['French'],1964.0,0058249,101.0,7.6,4399,"['Italy', ' France']",5964.0,"Diary of a Chambermaid (Journal d'une femme de chambre, Le)",https://themoviedb.org/movie/36245,17754.0,36245,"Celestine, the chambermaid, has new job on the country. The Monteils, who she works for are a group of strange people. The wife is frigid, her husband is always hunting (both animals and ...",https://image.tmdb.org/t/p/w440_and_h660_face/epCJe5dzAn21mQ9L1fQ2FjIF13T.jpg,1965-03-09,
3500,"['English', ' French']",1963.0,0057007,109.0,6.9,4401,['USA'],5580.0,Donovan's Reef,https://themoviedb.org/movie/15875,6600000.0,15875,"'Guns' Donovan prefers carousing with his pals Doc Dedham and 'Boats' Gilhooley, until Dedham's high-society daughter Amelia shows up in their South Seas paradise.",https://image.tmdb.org/t/p/w440_and_h660_face/9u3CFfcvy9pzZg62MVUci5A6qbt.jpg,1963-06-12,2686000.0
3501,['English'],1965.0,0059124,88.0,5.0,4402,['USA'],1431.0,Dr. Goldfoot and the Bikini Machine,https://themoviedb.org/movie/26573,,26573,Dr. Goldfoot has invented an army of bikini-clad robots who are programmed to seek out wealthy men and charm them into signing over their assets. Craig Gamble and Todd Armstrong set out to foil the fiendish plot.,https://image.tmdb.org/t/p/w440_and_h660_face/v1NPmkAgQ85fTJAD7cmZ2EcFCvh.jpg,1965-11-06,
3502,['English'],1960.0,0053925,79.0,7.0,4403,['USA'],8113.0,"Fall of the House of Usher, The (House of Usher)",https://themoviedb.org/movie/23439,1450000.0,23439,"A man, upon entering his fiancées's family mansion, discovers a savage family curse and fears that his future brother-in-law has entombed his bride-to-be prematurely.",https://image.tmdb.org/t/p/w440_and_h660_face/jEzZOrGSWpl0jKOIXoY3OnEabLQ.jpg,1960-06-22,270000.0
3503,['German'],1926.0,0016847,85.0,8.1,4404,['Germany'],10137.0,Faust,https://themoviedb.org/movie/10728,,10728,The demon Mephisto wagers with God that he can corrupt a mortal man's soul.,https://image.tmdb.org/t/p/w440_and_h660_face/y2zle61QtznvwqnnQcYxXypDZAq.jpg,1926-12-06,
3504,,1924.0,0015064,90.0,8.1,4405,['Germany'],8731.0,"Last Laugh, The (Letzte Mann, Der)",https://themoviedb.org/movie/5991,,5991,"An aging doorman, after being fired from his prestigious job at a luxurious Hotel is forced to face the scorn of his friends, neighbours and society.",https://image.tmdb.org/t/p/w440_and_h660_face/gl4Ux6RH0X5q1RHhu4fAj8Vdrrt.jpg,1925-01-05,
3505,['English'],1962.0,0056217,123.0,8.1,4406,['USA'],51878.0,"Man Who Shot Liberty Valance, The",https://themoviedb.org/movie/11697,8000000.0,11697,"A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.",https://image.tmdb.org/t/p/w440_and_h660_face/4efvLpJXzrVMW72blwub9wWYCmc.jpg,1962-04-22,3200000.0
3506,"['English', ' Spanish']",1986.0,0091886,122.0,7.5,4407,"['UK', ' USA']",14780.0,Salvador,https://themoviedb.org/movie/6106,,6106,An American photojournalist gets caught in a political struggle at El Salvador in 1980.,https://image.tmdb.org/t/p/w440_and_h660_face/c5JgUmzN7syTFy9suwoHF3vhNsN.jpg,1986-04-23,4500000.0
3507,['English'],1991.0,0105378,85.0,6.8,4409,['USA'],12762.0,Shadows and Fog,https://themoviedb.org/movie/19200,2735731.0,19200,"With a serial strangler on the loose, a bookkeeper wanders around town searching for the vigilante group intent on catching the killer.",https://image.tmdb.org/t/p/w440_and_h660_face/5q7ibBZO5uKhkdP9Eeqrc6ypF5u.jpg,1992-03-20,14000000.0
3508,['English'],1986.0,0091983,114.0,6.8,4410,['USA'],11520.0,Something Wild,https://themoviedb.org/movie/11300,8362969.0,11300,A free-spirited woman kidnaps a yuppie for a weekend of adventure. But the fun quickly takes a dangerous turn when her ex-convict husband shows up.,https://image.tmdb.org/t/p/w440_and_h660_face/344lhBozqFWKxBb4fp6azYQMLEy.jpg,1986-11-07,
3509,['English'],1965.0,0059740,122.0,7.2,4411,['USA'],10070.0,Sons of Katie Elder,https://themoviedb.org/movie/16211,,16211,Ranch owner Katie Elder's four sons determine to avenge the murder of their father and the swindling of their mother.,https://image.tmdb.org/t/p/w440_and_h660_face/sO1JHrRDj6SBNXeIEstRAdU4V1N.jpg,1965-07-01,
3510,['English'],1963.0,0057693,79.0,6.8,4414,['USA'],4070.0,X: The Man with the X-Ray Eyes,https://themoviedb.org/movie/32569,,32569,"A doctor uses special eye drops to give himself x-ray vision, but the new power has disastrous consequences.",https://image.tmdb.org/t/p/w440_and_h660_face/7wkcbgN622yW7f95ND7S92HtRHo.jpg,1963-09-18,
3511,['English'],1981.0,0082163,88.0,6.1,4415,['USA'],5440.0,Cheech & Chong's Nice Dreams,https://themoviedb.org/movie/20075,,20075,"Disguised as ice cream vendors, Cheech and Chong make--and subsequently lose--millions of dollars selling a batch of marijuana with an unusual side effect.",https://image.tmdb.org/t/p/w440_and_h660_face/r9rsnbe3R9WtjzIhwajHVft9Fp3.jpg,1981-06-05,
3512,['Italian'],1981.0,0082966,86.0,6.2,4417,['Italy'],8783.0,"House by the Cemetery, The (Quella villa accanto al cimitero)",https://themoviedb.org/movie/28794,,28794,"In New York, Dr. Norman Boyle assumes the research about Dr. Freudstein of his colleague Dr. Petersen, who committed suicide after killing his mistress. Norman heads to Boston with his wife...",https://image.tmdb.org/t/p/w440_and_h660_face/9cX9N5ny8XtpVDfJu3Xlaap9cAA.jpg,1984-06-01,
3513,"['English', ' Spanish', ' Italian']",1954.0,0046754,128.0,7.1,4420,"['USA', ' Italy']",6909.0,"Barefoot Contessa, The",https://themoviedb.org/movie/34689,,34689,"At Maria Vargas' funeral, several people recall who she was and the impact she had on them. Harry Dawes was a not very successful writer/director when he and movie producer Kirk Edwards ...",https://image.tmdb.org/t/p/w440_and_h660_face/uzW6K3BAD0x0yn0lEpGUXeB0T3o.jpg,1954-09-29,
3514,"['Swedish', ' German', ' Danish']",1972.0,0069467,91.0,8.2,4422,['Sweden'],19180.0,Cries and Whispers (Viskningar och rop),https://themoviedb.org/movie/10238,,10238,"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.",https://image.tmdb.org/t/p/w440_and_h660_face/a1bMgB09YDvvRN9SitCclUYragr.jpg,1973-03-05,400000.0
3515,['Italian'],1970.0,0065777,94.0,7.6,4424,"['Italy', ' West Germany']",4453.0,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il)",https://themoviedb.org/movie/4789,,4789,"In the late 1930s, in Ferrara, Italy, the Finzi-Contini are one of the leading families, wealthy, aristocratic, urbane; they are also Jewish. Their adult children, Micol and Alberto, gather...",https://image.tmdb.org/t/p/w440_and_h660_face/riTdzsc3N2kfkNDqgGQgbX6SqjR.jpg,1971-12-16,
3516,"['English', ' Italian', ' Spanish']",1955.0,0048261,106.0,7.7,4426,['USA'],13527.0,Kiss Me Deadly,https://themoviedb.org/movie/18030,726000.0,18030,"A doomed female hitchhiker pulls Mike Hammer into a deadly whirlpool of intrigue, revolving around a mysterious great whatsit.",https://image.tmdb.org/t/p/w440_and_h660_face/z7me91nrpWLHY1mZOB2v20cK0zY.jpg,1955-05-18,410000.0
3517,['English'],1968.0,0063227,134.0,8.2,4427,"['UK', ' USA']",22768.0,"Lion in Winter, The",https://themoviedb.org/movie/18988,,18988,"1183 AD: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. They and his wife variously plot to force him.",https://image.tmdb.org/t/p/w440_and_h660_face/xcOcwbejB0T8HzapOizUwi6HZTi.jpg,1968-10-30,
3518,['English'],1961.0,0055184,124.0,7.4,4428,['USA'],12638.0,"Misfits, The",https://themoviedb.org/movie/11536,8200000.0,11536,A sexy divorcée falls for an over-the-hill cowboy who is struggling to maintain his romantically independent lifestyle in early-sixties Nevada.,https://image.tmdb.org/t/p/w440_and_h660_face/pjWlNZeoT5ZcVutOAHkFK7Z22Sb.jpg,1961-02-01,4000000.0
3519,['English'],1957.0,0051036,96.0,8.2,4432,['USA'],19230.0,Sweet Smell of Success,https://themoviedb.org/movie/976,,976,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,https://image.tmdb.org/t/p/w440_and_h660_face/7xfLUISDZ1zZ8vPU5Y7j5mv0Xvc.jpg,1957-06-27,
3520,['English'],1956.0,0049966,99.0,7.5,4433,['USA'],7227.0,Written on the Wind,https://themoviedb.org/movie/69605,,69605,"Alcoholic playboy Kyle Hadley marries the woman secretly loved by his poor but hard-working best friend, who in turn is pursued by Kyle's nymphomaniac sister.",https://image.tmdb.org/t/p/w440_and_h660_face/gOZXJX0uHykkZa01q3lqdaet0TY.jpg,1956-12-01,
